Transaction ID,Date,Month,Quarter,Customer ID,SKU,Product Name,Category,Brand,Channel,Region,Quantity,Unit Price ($),Discount (%),Discount Amount ($),Revenue ($),COGS ($),Gross Profit ($),Payment Method,Order Status
TXN-100136,2023-07-05,July,Q3,CUST-1074,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Marketplace,Midwest,4,93.41,10,37.36,336.28,256.2,80.08,Debit Card,Completed
TXN-100137,2023-04-26,April,Q2,CUST-1563,SKU-1021,Air Fryer,Home & Kitchen,CozyCraft,Mobile App,Northeast,4,98.51,0,0.0,394.04,220.68,173.36,PayPal,Completed
TXN-100138,2023-06-22,June,Q2,CUST-4589,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Mobile App,West,1,177.41,15,26.61,150.8,74.99,75.81,Apple Pay,Completed
TXN-100139,2023-12-21,December,Q4,CUST-4158,SKU-1010,Slim Fit Jeans,Apparel,PureWear,Mobile App,Canada,2,35.11,20,14.04,56.18,49.74,6.44,Apple Pay,Completed
TXN-100140,2023-05-02,May,Q2,CUST-4971,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Social Commerce,West,3,106.06,15,47.73,270.45,100.26,170.19,PayPal,Returned
TXN-100141,2023-08-29,August,Q3,CUST-4702,SKU-1014,Wool Sweater,Apparel,StyleCo,Mobile App,Midwest,2,143.8,0,0.0,287.6,124.3,163.3,Buy Now Pay Later,Returned
TXN-100142,2023-07-15,July,Q3,CUST-3059,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Social Commerce,Southeast,3,124.77,20,74.86,299.45,208.92,90.53,Debit Card,Cancelled
TXN-100143,2023-11-25,November,Q4,CUST-2968,SKU-1008,LED Desk Lamp,Electronics,TechPro,Marketplace,West,3,81.6,0,0.0,244.8,87.96,156.84,Credit Card,Cancelled
TXN-100144,2023-03-24,March,Q1,CUST-2117,SKU-1007,Gaming Mouse,Electronics,PixelEdge,Social Commerce,West,3,124.26,0,0.0,372.78,157.86,214.92,Debit Card,Returned
TXN-100145,2023-08-19,August,Q3,CUST-4623,SKU-1005,Webcam,Electronics,TechPro,Marketplace,Northeast,2,26.46,20,10.58,42.34,38.84,3.5,Apple Pay,Completed
TXN-100146,2023-07-17,July,Q3,CUST-1334,SKU-1025,Knife Set,Home & Kitchen,CozyCraft,Marketplace,Southeast,3,218.05,0,0.0,654.15,223.44,430.71,Credit Card,Completed
TXN-100147,2023-03-16,March,Q1,CUST-1563,SKU-1006,Mechanical Keyboard,Electronics,NovaTech,Website,Midwest,3,113.18,20,67.91,271.63,117.03,154.6,Apple Pay,Completed
TXN-100148,2023-11-12,November,Q4,CUST-1021,SKU-1048,Gym Bag,Sports & Outdoors,TrailBlaze,Website,Northeast,4,78.84,5,15.77,299.59,190.72,108.87,PayPal,Completed
TXN-100149,2023-05-28,May,Q2,CUST-1973,SKU-1009,Phone Stand,Electronics,PixelEdge,Marketplace,Northeast,4,133.99,0,0.0,535.96,293.96,242.0,Credit Card,Completed
TXN-100150,2023-02-26,February,Q1,CUST-4427,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Social Commerce,West,4,106.06,0,0.0,424.24,133.68,290.56,Buy Now Pay Later,Completed
TXN-100151,2023-03-15,March,Q1,CUST-2193,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Social Commerce,Northeast,2,18.7,15,5.61,31.79,13.72,18.07,Buy Now Pay Later,Completed
TXN-100152,2023-12-07,December,Q4,CUST-3737,SKU-1015,Denim Jacket,Apparel,UrbanThread,Website,West,4,51.98,0,0.0,207.92,132.16,75.76,PayPal,Completed
TXN-100153,2023-08-29,August,Q3,CUST-1178,SKU-1033,Electric Toothbrush,Beauty & Personal Care,LuxeGlow,Social Commerce,Midwest,1,194.87,5,9.74,185.13,78.79,106.34,PayPal,Completed
TXN-100154,2023-05-04,May,Q2,CUST-4002,SKU-1022,Blender,Home & Kitchen,CozyCraft,Website,UK,1,26.7,0,0.0,26.7,12.27,14.43,Buy Now Pay Later,Completed
TXN-100155,2023-10-07,October,Q4,CUST-2386,SKU-1008,LED Desk Lamp,Electronics,TechPro,Mobile App,UK,1,81.6,0,0.0,81.6,29.32,52.28,Apple Pay,Returned
TXN-100156,2023-03-11,March,Q1,CUST-1258,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Social Commerce,Northeast,2,18.7,20,7.48,29.92,13.72,16.2,PayPal,Completed
TXN-100157,2023-06-11,June,Q2,CUST-4823,SKU-1002,Smart Watch,Electronics,SoundWave,Marketplace,West,2,65.43,0,0.0,130.86,77.38,53.48,Apple Pay,Cancelled
TXN-100158,2023-11-28,November,Q4,CUST-1782,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Marketplace,Midwest,3,54.64,0,0.0,163.92,60.96,102.96,Credit Card,Completed
TXN-100159,2023-07-08,July,Q3,CUST-2789,SKU-1017,Baseball Cap,Apparel,FitForm,Social Commerce,Canada,1,56.33,20,11.27,45.06,41.45,3.61,Apple Pay,Returned
TXN-100160,2023-12-21,December,Q4,CUST-3037,SKU-1021,Air Fryer,Home & Kitchen,CozyCraft,Marketplace,UK,2,98.51,5,9.85,187.17,110.34,76.83,Buy Now Pay Later,Completed
TXN-100161,2023-08-09,August,Q3,CUST-3467,SKU-1005,Webcam,Electronics,TechPro,Mobile App,West,4,26.46,0,0.0,105.84,77.68,28.16,PayPal,Completed
TXN-100162,2023-12-05,December,Q4,CUST-2210,SKU-1006,Mechanical Keyboard,Electronics,NovaTech,Marketplace,Southwest,1,113.18,0,0.0,113.18,39.01,74.17,Buy Now Pay Later,Returned
TXN-100163,2023-08-17,August,Q3,CUST-1173,SKU-1010,Slim Fit Jeans,Apparel,PureWear,Marketplace,West,4,35.11,0,0.0,140.44,99.48,40.96,Apple Pay,Completed
TXN-100164,2023-12-10,December,Q4,CUST-3611,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Social Commerce,Midwest,1,18.7,0,0.0,18.7,6.86,11.84,Buy Now Pay Later,Completed
TXN-100165,2023-11-08,November,Q4,CUST-3777,SKU-1001,Bluetooth Speaker,Electronics,TechPro,Social Commerce,Northeast,2,53.26,20,21.3,85.22,73.28,11.94,Debit Card,Completed
TXN-100166,2023-07-16,July,Q3,CUST-4889,SKU-1015,Denim Jacket,Apparel,UrbanThread,Website,West,3,51.98,0,0.0,155.94,99.12,56.82,Debit Card,Returned
TXN-100167,2023-02-09,February,Q1,CUST-3350,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Mobile App,West,3,53.95,5,8.09,153.76,105.6,48.16,PayPal,Returned
TXN-100168,2023-02-28,February,Q1,CUST-1106,SKU-1020,Coffee Maker,Home & Kitchen,HomeEase,Mobile App,Southwest,3,24.9,0,0.0,74.7,64.56,10.14,Buy Now Pay Later,Returned
TXN-100169,2023-05-14,May,Q2,CUST-3883,SKU-1035,Lip Balm Set,Beauty & Personal Care,GlowLab,Social Commerce,Southeast,1,98.58,0,0.0,98.58,52.57,46.01,Buy Now Pay Later,Completed
TXN-100170,2023-03-04,March,Q1,CUST-1555,SKU-1044,Foam Roller,Sports & Outdoors,SwiftSport,Website,Southwest,4,144.95,0,0.0,579.8,308.76,271.04,Debit Card,Returned
TXN-100171,2023-06-27,June,Q2,CUST-3906,SKU-1005,Webcam,Electronics,TechPro,Website,West,3,26.46,15,11.91,67.47,58.26,9.21,Buy Now Pay Later,Completed
TXN-100172,2023-12-30,December,Q4,CUST-4798,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Mobile App,UK,2,160.35,15,48.1,272.6,144.94,127.66,PayPal,Cancelled
TXN-100173,2023-03-13,March,Q1,CUST-1969,SKU-1014,Wool Sweater,Apparel,StyleCo,Social Commerce,Northeast,1,143.8,0,0.0,143.8,62.15,81.65,PayPal,Cancelled
TXN-100174,2023-10-10,October,Q4,CUST-1531,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Website,Northeast,3,36.35,5,5.45,103.6,90.06,13.54,PayPal,Returned
TXN-100175,2023-07-30,July,Q3,CUST-4150,SKU-1045,Dumbbell Set,Sports & Outdoors,ActiveGear,Social Commerce,UK,4,94.76,10,37.9,341.14,315.28,25.86,Buy Now Pay Later,Completed
TXN-100176,2023-02-07,February,Q1,CUST-2843,SKU-1008,LED Desk Lamp,Electronics,TechPro,Social Commerce,Canada,3,81.6,15,36.72,208.08,87.96,120.12,Buy Now Pay Later,Completed
TXN-100177,2023-03-08,March,Q1,CUST-2772,SKU-1008,LED Desk Lamp,Electronics,TechPro,Website,UK,2,81.6,20,32.64,130.56,58.64,71.92,Credit Card,Cancelled
TXN-100178,2023-03-24,March,Q1,CUST-2321,SKU-1009,Phone Stand,Electronics,PixelEdge,Mobile App,Midwest,3,133.99,0,0.0,401.97,220.47,181.5,Buy Now Pay Later,Completed
TXN-100179,2023-11-22,November,Q4,CUST-4917,SKU-1005,Webcam,Electronics,TechPro,Marketplace,Southeast,3,26.46,0,0.0,79.38,58.26,21.12,PayPal,Cancelled
TXN-100180,2023-11-25,November,Q4,CUST-1690,SKU-1034,Face Mask Kit,Beauty & Personal Care,LuxeGlow,Mobile App,Southeast,1,196.28,10,19.63,176.65,71.73,104.92,Buy Now Pay Later,Cancelled
TXN-100181,2023-01-15,January,Q1,CUST-1332,SKU-1021,Air Fryer,Home & Kitchen,CozyCraft,Website,Canada,1,98.51,20,19.7,78.81,55.17,23.64,Buy Now Pay Later,Completed
TXN-100182,2023-10-20,October,Q4,CUST-2706,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Website,Southwest,2,93.41,20,37.36,149.46,128.1,21.36,Buy Now Pay Later,Completed
TXN-100183,2023-05-06,May,Q2,CUST-4296,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Social Commerce,Midwest,3,93.41,5,14.01,266.22,192.15,74.07,Apple Pay,Completed
TXN-100184,2023-08-14,August,Q3,CUST-2702,SKU-1044,Foam Roller,Sports & Outdoors,SwiftSport,Social Commerce,Southwest,1,144.95,0,0.0,144.95,77.19,67.76,Debit Card,Completed
TXN-100185,2023-06-13,June,Q2,CUST-4007,SKU-1038,Hair Ties Pack,Beauty & Personal Care,LuxeGlow,Marketplace,Southwest,2,77.67,0,0.0,155.34,56.24,99.1,Debit Card,Completed
TXN-100186,2023-05-04,May,Q2,CUST-2910,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Website,Midwest,1,177.41,0,0.0,177.41,74.99,102.42,Apple Pay,Completed
TXN-100187,2023-05-29,May,Q2,CUST-4872,SKU-1009,Phone Stand,Electronics,PixelEdge,Social Commerce,UK,1,133.99,0,0.0,133.99,73.49,60.5,Buy Now Pay Later,Returned
TXN-100188,2023-06-17,June,Q2,CUST-4824,SKU-1015,Denim Jacket,Apparel,UrbanThread,Marketplace,Southeast,2,51.98,20,20.79,83.17,66.08,17.09,Debit Card,Returned
TXN-100189,2023-06-07,June,Q2,CUST-3037,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Website,Northeast,4,177.41,5,35.48,674.16,299.96,374.2,Apple Pay,Cancelled
TXN-100190,2023-10-26,October,Q4,CUST-2445,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Website,Northeast,2,124.77,0,0.0,249.54,139.28,110.26,PayPal,Returned
TXN-100191,2023-10-02,October,Q4,CUST-1033,SKU-1038,Hair Ties Pack,Beauty & Personal Care,LuxeGlow,Website,Southwest,4,77.67,0,0.0,310.68,112.48,198.2,Debit Card,Completed
TXN-100192,2023-07-26,July,Q3,CUST-2498,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Website,Southwest,3,99.34,20,59.6,238.42,112.05,126.37,Credit Card,Cancelled
TXN-100193,2023-10-11,October,Q4,CUST-2182,SKU-1035,Lip Balm Set,Beauty & Personal Care,GlowLab,Website,Southwest,2,98.58,0,0.0,197.16,105.14,92.02,Buy Now Pay Later,Returned
TXN-100194,2023-11-16,November,Q4,CUST-3786,SKU-1048,Gym Bag,Sports & Outdoors,TrailBlaze,Website,Southeast,3,78.84,20,47.3,189.22,143.04,46.18,Credit Card,Returned
TXN-100195,2023-07-07,July,Q3,CUST-4092,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Mobile App,Southeast,3,53.95,10,16.19,145.66,105.6,40.06,Buy Now Pay Later,Cancelled
TXN-100196,2023-01-20,January,Q1,CUST-1561,SKU-1025,Knife Set,Home & Kitchen,CozyCraft,Marketplace,UK,1,218.05,0,0.0,218.05,74.48,143.57,Apple Pay,Cancelled
TXN-100197,2023-09-21,September,Q3,CUST-1572,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Marketplace,West,2,124.77,10,24.95,224.59,139.28,85.31,PayPal,Completed
TXN-100198,2023-06-22,June,Q2,CUST-3077,SKU-1025,Knife Set,Home & Kitchen,CozyCraft,Social Commerce,Canada,3,218.05,10,65.42,588.73,223.44,365.29,Buy Now Pay Later,Completed
TXN-100199,2023-06-19,June,Q2,CUST-3759,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Website,Southwest,1,54.64,0,0.0,54.64,20.32,34.32,Buy Now Pay Later,Completed
TXN-100200,2023-08-31,August,Q3,CUST-2087,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Mobile App,Canada,1,99.34,10,9.93,89.41,37.35,52.06,Credit Card,Cancelled
TXN-100201,2023-11-19,November,Q4,CUST-3953,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Social Commerce,Southeast,2,54.64,10,10.93,98.35,40.64,57.71,Debit Card,Completed
TXN-100202,2023-01-10,January,Q1,CUST-2806,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Marketplace,Southwest,1,36.35,0,0.0,36.35,30.02,6.33,Debit Card,Returned
TXN-100203,2023-09-14,September,Q3,CUST-4174,SKU-1044,Foam Roller,Sports & Outdoors,SwiftSport,Social Commerce,UK,2,144.95,5,14.49,275.41,154.38,121.03,Credit Card,Completed
TXN-100204,2023-06-16,June,Q2,CUST-3712,SKU-1033,Electric Toothbrush,Beauty & Personal Care,LuxeGlow,Social Commerce,West,2,194.87,10,38.97,350.77,157.58,193.19,Apple Pay,Completed
TXN-100205,2023-06-25,June,Q2,CUST-3237,SKU-1011,Graphic Tee,Apparel,UrbanThread,Marketplace,Canada,4,67.56,10,27.02,243.22,172.84,70.38,PayPal,Cancelled
TXN-100206,2023-05-23,May,Q2,CUST-3285,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Marketplace,Southeast,2,54.64,0,0.0,109.28,40.64,68.64,PayPal,Completed
TXN-100207,2023-12-27,December,Q4,CUST-3002,SKU-1045,Dumbbell Set,Sports & Outdoors,ActiveGear,Marketplace,Southwest,2,94.76,15,28.43,161.09,157.64,3.45,PayPal,Cancelled
TXN-100208,2023-03-04,March,Q1,CUST-3348,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Social Commerce,Southwest,3,99.34,0,0.0,298.02,112.05,185.97,PayPal,Completed
TXN-100209,2023-02-10,February,Q1,CUST-2418,SKU-1018,Sneakers,Apparel,FitForm,Social Commerce,Canada,1,103.56,0,0.0,103.56,44.58,58.98,PayPal,Returned
TXN-100210,2023-10-03,October,Q4,CUST-2110,SKU-1013,Running Shorts,Apparel,PureWear,Marketplace,Southeast,2,84.95,20,33.98,135.92,106.14,29.78,Credit Card,Cancelled
TXN-100211,2023-01-26,January,Q1,CUST-3743,SKU-1047,Hiking Socks,Sports & Outdoors,TrailBlaze,Mobile App,Canada,2,75.69,0,0.0,151.38,71.26,80.12,Debit Card,Completed
TXN-100212,2023-08-30,August,Q3,CUST-1411,SKU-1006,Mechanical Keyboard,Electronics,NovaTech,Mobile App,Northeast,4,113.18,0,0.0,452.72,156.04,296.68,Buy Now Pay Later,Completed
TXN-100213,2023-11-30,November,Q4,CUST-1816,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Marketplace,Midwest,4,106.06,5,21.21,403.03,133.68,269.35,PayPal,Completed
TXN-100214,2023-10-21,October,Q4,CUST-1951,SKU-1049,Protein Shaker,Sports & Outdoors,TrailBlaze,Website,Southeast,1,89.62,15,13.44,76.18,38.13,38.05,Apple Pay,Completed
TXN-100215,2023-09-11,September,Q3,CUST-1763,SKU-1002,Smart Watch,Electronics,SoundWave,Marketplace,Northeast,4,65.43,20,52.34,209.38,154.76,54.62,Credit Card,Completed
TXN-100216,2023-05-26,May,Q2,CUST-2861,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Social Commerce,Southeast,1,36.35,0,0.0,36.35,30.02,6.33,Buy Now Pay Later,Returned
TXN-100217,2023-02-27,February,Q1,CUST-2354,SKU-1017,Baseball Cap,Apparel,FitForm,Mobile App,Canada,2,56.33,20,22.53,90.13,82.9,7.23,Apple Pay,Completed
TXN-100218,2023-06-22,June,Q2,CUST-4238,SKU-1045,Dumbbell Set,Sports & Outdoors,ActiveGear,Marketplace,West,2,94.76,0,0.0,189.52,157.64,31.88,Debit Card,Completed
TXN-100219,2023-08-07,August,Q3,CUST-3110,SKU-1039,Nail Polish Set,Beauty & Personal Care,PureSkin,Marketplace,Northeast,4,189.99,20,151.99,607.97,254.04,353.93,Apple Pay,Completed
TXN-100220,2023-06-15,June,Q2,CUST-4833,SKU-1011,Graphic Tee,Apparel,UrbanThread,Mobile App,Northeast,2,67.56,5,6.76,128.36,86.42,41.94,PayPal,Returned
TXN-100221,2023-05-17,May,Q2,CUST-4907,SKU-1015,Denim Jacket,Apparel,UrbanThread,Marketplace,Midwest,4,51.98,20,41.58,166.34,132.16,34.18,Buy Now Pay Later,Cancelled
TXN-100222,2023-07-04,July,Q3,CUST-3837,SKU-1000,Wireless Earbuds,Electronics,SoundWave,Mobile App,Northeast,3,76.53,15,34.44,195.15,158.88,36.27,Credit Card,Returned
TXN-100223,2023-12-18,December,Q4,CUST-3058,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Marketplace,Canada,2,160.35,5,16.04,304.66,144.94,159.72,Credit Card,Completed
TXN-100224,2023-03-10,March,Q1,CUST-2958,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Mobile App,Southwest,2,53.95,0,0.0,107.9,70.4,37.5,Buy Now Pay Later,Completed
TXN-100225,2023-10-03,October,Q4,CUST-4284,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Mobile App,UK,4,106.06,20,84.85,339.39,133.68,205.71,Debit Card,Cancelled
TXN-100226,2023-12-27,December,Q4,CUST-2481,SKU-1005,Webcam,Electronics,TechPro,Website,West,4,26.46,10,10.58,95.26,77.68,17.58,Credit Card,Completed
TXN-100227,2023-10-02,October,Q4,CUST-1613,SKU-1035,Lip Balm Set,Beauty & Personal Care,GlowLab,Mobile App,Midwest,2,98.58,10,19.72,177.44,105.14,72.3,Buy Now Pay Later,Returned
TXN-100228,2023-10-26,October,Q4,CUST-3002,SKU-1007,Gaming Mouse,Electronics,PixelEdge,Website,West,2,124.26,15,37.28,211.24,105.24,106.0,Apple Pay,Completed
TXN-100229,2023-08-01,August,Q3,CUST-2871,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Website,West,2,124.77,10,24.95,224.59,139.28,85.31,Apple Pay,Completed
TXN-100230,2023-05-11,May,Q2,CUST-4344,SKU-1046,Cycling Gloves,Sports & Outdoors,ActiveGear,Website,Canada,1,99.34,5,4.97,94.37,37.35,57.02,Debit Card,Cancelled
TXN-100231,2023-06-26,June,Q2,CUST-3868,SKU-1004,USB-C Hub,Electronics,PixelEdge,Website,West,1,18.39,5,0.92,17.47,8.26,9.21,Credit Card,Completed
TXN-100232,2023-07-29,July,Q3,CUST-1737,SKU-1030,Vitamin C Serum,Beauty & Personal Care,NatureSoft,Mobile App,UK,1,54.64,0,0.0,54.64,20.32,34.32,Apple Pay,Completed
TXN-100233,2023-07-13,July,Q3,CUST-2538,SKU-1024,Cutting Board,Home & Kitchen,HomeEase,Website,Canada,4,118.07,20,94.46,377.82,158.8,219.02,Buy Now Pay Later,Completed
TXN-100234,2023-04-02,April,Q2,CUST-3200,SKU-1041,Yoga Mat,Sports & Outdoors,TrailBlaze,Social Commerce,West,3,93.41,0,0.0,280.23,192.15,88.08,Debit Card,Completed
TXN-100235,2023-08-26,August,Q3,CUST-3758,SKU-1000,Wireless Earbuds,Electronics,SoundWave,Social Commerce,West,1,76.53,0,0.0,76.53,52.96,23.57,Apple Pay,Completed
TXN-100236,2023-03-21,March,Q1,CUST-2129,SKU-1015,Denim Jacket,Apparel,UrbanThread,Mobile App,Canada,4,51.98,0,0.0,207.92,132.16,75.76,Credit Card,Completed
TXN-100237,2023-01-09,January,Q1,CUST-1985,SKU-1042,Water Bottle,Sports & Outdoors,TrailBlaze,Mobile App,Northeast,4,197.52,10,79.01,711.07,266.16,444.91,Credit Card,Cancelled
TXN-100238,2023-12-11,December,Q4,CUST-3880,SKU-1002,Smart Watch,Electronics,SoundWave,Website,Southeast,4,65.43,10,26.17,235.55,154.76,80.79,Credit Card,Returned
TXN-100239,2023-04-22,April,Q2,CUST-4089,SKU-1028,Throw Pillow,Home & Kitchen,HomeEase,Website,Southeast,2,174.23,10,34.85,313.61,147.9,165.71,Buy Now Pay Later,Completed
TXN-100240,2023-11-03,November,Q4,CUST-4164,SKU-1014,Wool Sweater,Apparel,StyleCo,Marketplace,Southeast,3,143.8,10,43.14,388.26,186.45,201.81,PayPal,Completed
TXN-100241,2023-06-03,June,Q2,CUST-2127,SKU-1042,Water Bottle,Sports & Outdoors,TrailBlaze,Website,West,2,197.52,5,19.75,375.29,133.08,242.21,Buy Now Pay Later,Completed
TXN-100242,2023-09-11,September,Q3,CUST-1192,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Marketplace,Canada,4,18.7,10,7.48,67.32,27.44,39.88,Apple Pay,Cancelled
TXN-100243,2023-03-18,March,Q1,CUST-2228,SKU-1020,Coffee Maker,Home & Kitchen,HomeEase,Social Commerce,Southeast,4,24.9,5,4.98,94.62,86.08,8.54,Buy Now Pay Later,Returned
TXN-100244,2023-12-29,December,Q4,CUST-1591,SKU-1015,Denim Jacket,Apparel,UrbanThread,Social Commerce,Northeast,2,51.98,0,0.0,103.96,66.08,37.88,Buy Now Pay Later,Returned
TXN-100245,2023-05-05,May,Q2,CUST-2044,SKU-1026,Dish Rack,Home & Kitchen,CozyCraft,Mobile App,Midwest,2,106.06,5,10.61,201.51,66.84,134.67,Credit Card,Returned
TXN-100246,2023-04-08,April,Q2,CUST-1211,SKU-1023,Non-stick Pan,Home & Kitchen,ChefLine,Marketplace,Southwest,1,53.95,10,5.39,48.56,35.2,13.36,Buy Now Pay Later,Cancelled
TXN-100247,2023-10-28,October,Q4,CUST-3966,SKU-1002,Smart Watch,Electronics,SoundWave,Mobile App,Southwest,1,65.43,0,0.0,65.43,38.69,26.74,Debit Card,Completed
TXN-100248,2023-04-08,April,Q2,CUST-4940,SKU-1019,Canvas Tote Bag,Apparel,UrbanThread,Website,Canada,1,160.35,0,0.0,160.35,72.47,87.88,Apple Pay,Completed
TXN-100249,2023-05-03,May,Q2,CUST-3261,SKU-1044,Foam Roller,Sports & Outdoors,SwiftSport,Marketplace,UK,2,144.95,5,14.49,275.41,154.38,121.03,PayPal,Returned
TXN-100250,2023-05-14,May,Q2,CUST-2473,SKU-1029,Scented Candle,Home & Kitchen,HomeEase,Social Commerce,Southwest,3,124.77,0,0.0,374.31,208.92,165.39,Credit Card,Returned
TXN-100251,2023-07-09,July,Q3,CUST-2281,SKU-1048,Gym Bag,Sports & Outdoors,TrailBlaze,Social Commerce,Northeast,3,78.84,0,0.0,236.52,143.04,93.48,Buy Now Pay Later,Completed
TXN-100252,2023-05-14,May,Q2,CUST-3266,SKU-1047,Hiking Socks,Sports & Outdoors,TrailBlaze,Social Commerce,Midwest,2,75.69,0,0.0,151.38,71.26,80.12,Debit Card,Completed
TXN-100253,2023-10-19,October,Q4,CUST-4413,SKU-1021,Air Fryer,Home & Kitchen,CozyCraft,Mobile App,Southwest,2,98.51,5,9.85,187.17,110.34,76.83,Buy Now Pay Later,Completed
TXN-100254,2023-11-25,November,Q4,CUST-4029,SKU-1016,Yoga Pants,Apparel,UrbanThread,Social Commerce,Southwest,4,205.4,15,123.24,698.36,283.6,414.76,Debit Card,Completed
TXN-100255,2023-10-07,October,Q4,CUST-3000,SKU-1010,Slim Fit Jeans,Apparel,PureWear,Mobile App,West,2,35.11,15,10.53,59.69,49.74,9.95,Credit Card,Cancelled
TXN-100256,2023-12-09,December,Q4,CUST-1198,SKU-1002,Smart Watch,Electronics,SoundWave,Website,Southwest,1,65.43,20,13.09,52.34,38.69,13.65,Debit Card,Completed
TXN-100257,2023-04-22,April,Q2,CUST-3071,SKU-1004,USB-C Hub,Electronics,PixelEdge,Social Commerce,Midwest,2,18.39,0,0.0,36.78,16.52,20.26,Credit Card,Cancelled
TXN-100258,2023-09-07,September,Q3,CUST-1064,SKU-1040,Resistance Bands,Sports & Outdoors,SwiftSport,Website,West,4,18.7,15,11.22,63.58,27.44,36.14,Buy Now Pay Later,Returned
TXN-100259,2023-05-21,May,Q2,CUST-3194,SKU-1000,Wireless Earbuds,Electronics,SoundWave,Marketplace,Northeast,1,76.53,10,7.65,68.88,52.96,15.92,Buy Now Pay Later,Returned
TXN-100260,2023-09-26,September,Q3,CUST-1609,SKU-1011,Graphic Tee,Apparel,UrbanThread,Mobile App,Southeast,1,67.56,0,0.0,67.56,43.21,24.35,Buy Now Pay Later,Cancelled
TXN-100261,2023-07-23,July,Q3,CUST-1323,SKU-1016,Yoga Pants,Apparel,UrbanThread,Marketplace,Southwest,3,205.4,0,0.0,616.2,212.7,403.5,Apple Pay,Cancelled
TXN-100262,2023-12-17,December,Q4,CUST-4391,SKU-1015,Denim Jacket,Apparel,UrbanThread,Website,Canada,2,51.98,0,0.0,103.96,66.08,37.88,Credit Card,Completed
TXN-100263,2023-10-10,October,Q4,CUST-2949,SKU-1025,Knife Set,Home & Kitchen,CozyCraft,Website,Canada,4,218.05,5,43.61,828.59,297.92,530.67,Credit Card,Completed
TXN-100264,2023-08-11,August,Q3,CUST-3641,SKU-1005,Webcam,Electronics,TechPro,Marketplace,West,4,26.46,20,21.17,84.67,77.68,6.99,Credit Card,Cancelled
TXN-100265,2023-12-21,December,Q4,CUST-4635,SKU-1002,Smart Watch,Electronics,SoundWave,Social Commerce,Midwest,2,65.43,0,0.0,130.86,77.38,53.48,Credit Card,Completed
TXN-100266,2023-10-16,October,Q4,CUST-3695,SKU-1043,Jump Rope,Sports & Outdoors,ActiveGear,Website,Southeast,3,93.88,10,28.16,253.48,159.33,94.15,PayPal,Completed
TXN-100267,2023-12-31,December,Q4,CUST-4362,SKU-1013,Running Shorts,Apparel,PureWear,Social Commerce,Northeast,2,84.95,20,33.98,135.92,106.14,29.78,PayPal,Completed
TXN-100268,2023-07-19,July,Q3,CUST-3773,SKU-1036,Body Lotion,Beauty & Personal Care,NatureSoft,Marketplace,Southwest,2,36.35,10,7.27,65.43,60.04,5.39,Debit Card,Completed
TXN-100269,2023-02-20,February,Q1,CUST-2790,SKU-1032,Shampoo Bar,Beauty & Personal Care,PureSkin,Mobile App,UK,3,177.41,0,0.0,532.23,224.97,307.26,Credit Card,Completed
TXN-100270,2023-06-17,June,Q2,CUST-1121,SKU-1038,Hair Ties Pack,Beauty & Personal Care,LuxeGlow,Marketplace,UK,4,77.67,20,62.14,248.54,112.48,136.06,Apple Pay,Returned
TXN-100271,2023-07-12,July,Q3,CUST-2768,SKU-1014,Wool Sweater,Apparel,StyleCo,Mobile App,Canada,3,143.8,10,43.14,388.26,186.45,201.81,Buy Now Pay Later,Returned
